dactinomycin|anti-bacterial agents|For the treatment of Wilms' tumor, childhood rhabdomyosarcoma, Ewing's sarcoma and metastatic, nonseminomatous testicular cancer as part of a combination chemotherapy and/or multi-modality treatment regimen
selenium sulfide|antifungal agents|For treatment of tinea versicolor, tinea capitis, dandruff and seborrheic dermatitis of the scalp.
azelastine|anti-allergic agents|For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis.
ezetimibe|cholesterol absorption inhibitors|For use as adjunctive therapy to diet for the reduction of elevated total-C, LDL-C, and Apo B in patients with primary (heterozygous familial and non-familial) hypercholesterolemia.
edetic acid|anticoagulants|For the reduction of blood levels and depot stores of lead in lead poisoning (acute and chronic) and lead encephalopathy, in both pediatric populations and adults.
dipyridamole|platelet aggregation inhibitors|For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.
telithromycin|ketolides|For the treatment of <i>Pneumococcal</i> infection, acute sinusitis, acute bacterial tonsillitis, acute bronchitis and bronchiolitis, lower respiratory tract infection and lobar (pneumococcal) pneumonia.
ethinyl estradiol|estrogens|For treatment of moderate to severe vasomotor symptoms associated with the menopause, female hypogonadism, prostatic carcinoma-palliative therapy of advanced disease, breast cancer, as an oral contraceptive, and as emergency contraceptive.
lomefloxacin|anti-infective agents|For the treatment of bacterial infections of the respiratory tract (chronic bronchitis) and urinary tract, and as a pre-operative prophylactic to prevent urinary tract infection caused by: <i>S.pneumoniae</i>, <i>H.influenzae</i>, <i>S.aureus</i>, <i>P.aeruginosa</i>, <i>E. cloacae</i>, <i>P. mirabilis</i>, <i>C. civersus</i>, <i>S. asprphyticus</i>, <i>E.coli</i>, and <i>K.pneumoniae</i>.
cyclopentolate|muscarinic antagonists|Used mainly to produce mydriasis and cycloplegia for diagnostic purposes.
ramelteon|component|For the treatment of insomnia characterized by difficulty with sleep onset.
physostigmine|cholinesterase inhibitors|For the treatment of glaucoma, and in the treatment of severe anticholinergic toxicity.
isotretinoin|anti-acne preparations|For the treatment of severe recalcitrant nodular acne
formoterol|sympathomimetics|For use as long-term maintenance treatment of asthma in patients 6 years of age and older with reversible obstructive airways disease, including patients with symptoms of nocturnal asthma, who are using optimal corticosteroid treatment and experiencing regular or frequent breakthrough symptoms requiring use of a short-acting bronchodilator. Not indicated for asthma that can be successfully managed with occasional use of an inhaled, short-acting beta2-adrenergic agonist. Also used for the prevention of exercise-induced bronchospasm, as well as long-term treatment of bronchospasm associated with COPD.
nandrolone phenpropionate|anabolic agents|For the treatment of refractory deficient red cell production anemias, breast carcinoma, hereditary angioedema, antithrombin III deficiency, fibrinogen excess, growth failure and Turner's syndrome. It is also indicated in the prophylaxis of hereditary angioedema.
dimenhydrinate|histamine h1 antagonists|Used for treating vertigo, motion sickness, and nausea associated with pregnancy.
glycopyrrolate|muscarinic antagonists|For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation.
cytarabine|antiviral agents|For the treatment of acute non-lymphocytic leukemia, acute lymphocytic leukemia and blast phase of chronic myelocytic leukemia.
dopamine|dopamine agents|For the correction of hemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma, endotoxic septicemia, open-heart surgery, renal failure, and chronic cardiac decompensation as in congestive failure
rivastigmine|neuroprotective agents|For the treatment of mild to moderate dementia associated with Parkinson's disease or of the Alzheimer's type.
exemestane|antineoplastic agents|For the treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.
oxaprozin|anti-inflammatory agents, non-steroidal|Used to relieve the inflammation, swelling, stiffness, and joint pain associated with rheumatoid arthritis and osteoarthritis.
methyl aminolevulinate||For topical use, in combination with 570 to 670 nm wavelength red light illumination, in the treatment of non-hyperkeratotic actinic keratoses of the face and scalp in immunocompetent patients when used in conjunction with lesion preparation (debridement using a sharp dermal curette).
azathioprine|antirheumatic agents|For use in rheumatoid arthritis, preventing renal transplant rejection, Crohn's disease, and colitis.
neomycin|aminoglycosides|Topical uses include treatment for superficial eye infections caused by susceptible bacteria (used in combination with other antiinfectives), treatment of otitis externa caused by susceptible bacteria, treatment or prevention of bacterial infections in skin lesions, and use as a continuous short-term irrigant or rinse to prevent bacteriuria and gram negative rod bacteremia in abacteriuric patients with indwelling catheters. May be used orally to treat hepatic encephalopathy, as a perioperative prophylactic agent, and as an adjunct to fluid and electrolyte replacement in the treatment of diarrhea caused to enteropathogenic E. coli (EPEC). 
auranofin|antirheumatic agents|Used in the treatment of active, progressive or destructive forms of inflammatory arthritis, such as adult rheumatoid arthritis.
gabapentin|anti-anxiety agents|For the management of postherpetic neuralgia in adults and as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in patients over 12 years of age with epilepsy.
doxorubicin|antibiotics, antineoplastic|Doxorubicin is used to produce regression in disseminated neoplastic conditions like acute lymphoblastic leukemia, acute myeloblastic leukemia, Wilms’ tumor, neuroblastoma, soft tissue and bone sarcomas, breast carcinoma, ovarian carcinoma, transitional cell bladder carcinoma, thyroid carcinoma, gastric carcinoma, Hodgkin’s disease, malignant lymphoma and bronchogenic carcinoma in which the small cell histologic type is the most responsive compared to other cell types. Doxorubicin is also indicated for use as a component of adjuvant therapy in women with evidence of axillary lymph node involvement following resection of primary breast cancer.
frovatriptan|serotonin receptor agonists|For the acute treatment of migraine attacks with or without aura in adults.
hydrochlorothiazide|antihypertensive agents|For the treatment of high blood pressure and management of edema.
cyclacillin|anti-bacterial agents|For the treatment of bacterial infections caused by susceptible organisms.
salbutamol|adrenergic beta-2 receptor agonists|For symptomatic relief and prevention of bronchospasm due to bronchial asthma, chronic bronchitis, and other chronic bronchopulmonary disorders such as COPD. 
levobupivacaine|component|For the production of local or regional anesthesia for surgery and obstetrics, and for post-operative pain management
